date,Overall positivity rate,Positivity rate by day,fatality rate,fatality rate by day
2020-03-04,0.025806451612903226,0.0,0.0,0.0
2020-03-05,0.025380710659898477,0.023809523809523808,0.0,0.0
2020-03-06,0.022727272727272728,0.0,0.0,0.0
2020-03-07,0.024896265560165973,0.08333333333333333,0.0,0.0
2020-03-08,0.024896265560165973,0.0,0.0,0.0
2020-03-09,0.028925619834710745,1.0,0.0,0.0
2020-03-10,0.05828220858895705,0.18461538461538463,0.0,0.0
2020-03-11,0.05828220858895705,0.0,0.0,0.0
2020-03-12,0.0681198910081744,0.21428571428571427,0.0,0.0
2020-03-13,0.07655502392344497,0.2,0.0,0.0
2020-03-14,0.1036036036036036,0.3888888888888889,0.0,0.0
2020-03-15,0.0903954802259887,0.11920529801324503,0.0,0.0
2020-03-16,0.09073170731707317,0.056640625,0.0,0.0
2020-03-17,0.10607071380920614,0.13924050632911392,0.006289308176100629,0.015151515151515152
2020-03-18,0.14041930765480254,0.23369565217391305,0.003472222222222222,0.0
2020-03-19,0.13409596441054972,0.12226277372262774,0.009478672985781991,0.022388059701492536
2020-03-20,0.13665031534688157,0.1437389770723104,0.008547008547008548,0.006134969325153374
2020-03-21,0.12065374138759814,0.08571428571428572,0.00796812749003984,0.005952380952380952
2020-03-22,0.12608173076923077,0.14237614237614238,0.008579599618684462,0.010135135135135136
2020-03-23,0.1291599025974026,0.14583333333333334,0.009426551453260016,0.013392857142857142
2020-03-24,0.13383904438050398,0.1624302541847489,0.010423452768729642,0.015267175572519083
2020-03-25,0.13125483848265185,0.12043795620437957,0.010187667560321715,0.00909090909090909
2020-03-26,0.15260657807708497,0.277869529314616,0.01024428684003152,0.010401188707280832
2020-03-27,0.14046977996472007,0.0993687639991855,0.011235955056179775,0.01639344262295082
2020-03-28,0.13695029618296653,0.1177513294504938,0.013463191062732742,0.02795698924731183
2020-03-29,0.16555003241841365,0.4865697930427125,0.014142732811140122,0.016289592760180997
2020-03-30,0.16609735269000853,0.1717585692995529,0.014435436029266363,0.01735357917570499
2020-03-31,0.17016323633782826,0.19606612261979495,0.016516516516516516,0.02774813233724653
2020-04-01,0.1728407290015848,0.1911223105252956,0.020200573065902578,0.04259634888438134
2020-04-02,0.17626443100604727,0.21852078239608802,0.020402858999350227,0.022377622377622378
2020-04-03,0.1853146853146853,0.27527322404371585,0.02358490566037736,0.043837882547559964
2020-04-04,0.19329613109124502,0.2626061810952467,0.023462392584725305,0.022711631108052306
2020-04-05,0.19083464727124766,0.16641984450203628,0.02434257285003554,0.034482758620689655
2020-04-06,0.1948142734581043,0.2541045718615812,0.025036698744087423,0.032803180914512925
2020-04-07,0.1971279753244486,0.22227979274611398,0.028046350284153813,0.05672105672105672
2020-04-08,0.20086324034849332,0.24139564256394064,0.03064066852367688,0.053629823413996074
2020-04-09,0.20309929876201194,0.23208426869279916,0.03215199123127512,0.049107142857142856
2020-04-10,0.20435979754818512,0.21964017991004497,0.03332028847766534,0.04641638225255973
2020-04-11,0.20814116268217778,0.2797490263954998,0.03529718456725756,0.06264501160092807
2020-04-12,0.20699856057973892,0.1947356161192639,0.03452906196048341,0.025717703349282296
2020-04-13,0.2082387867786098,0.233061792171667,0.03604994324631101,0.06308610400682012
2020-04-14,0.21015947060099804,0.25206270627062705,0.03733815115928937,0.060556464811783964
2020-04-15,0.21032421383916736,0.21321083478536354,0.03854755418208433,0.05943536404160475
2020-04-16,0.20991279804876456,0.20141342756183744,0.04165857070687444,0.10877192982456141
2020-04-17,0.21184975761161007,0.24320042249801954,0.04112420670897552,0.033659066232356136
2020-04-18,0.2122208960437833,0.2188924181742853,0.0431755829903978,0.07886435331230283
2020-04-19,0.2118156826079069,0.202401082177883,0.04249431762031821,0.025898078529657476
2020-04-20,0.21237816632739726,0.22837301587301587,0.04281452329567094,0.051259774109470024
2020-04-21,0.21328799912256366,0.23361952101220063,0.044405456910372364,0.07672469374597034
2020-04-22,0.2136224794032103,0.21916782543587549,0.04457673464737382,0.047340165934602246
2020-04-23,0.2131020794387131,0.20356744704570792,0.045703146152596526,0.06736035049288061
2020-04-24,0.2091313702328721,0.16695268448149056,0.045261990014625046,0.039280469897209985
2020-04-25,0.207209709498703,0.1768043387567793,0.04485721808650693,0.03728173666823974
2020-04-26,0.20424559901745507,0.15943007124109487,0.04402888185317632,0.027751646284101598
2020-04-27,0.20157010561090902,0.15620069422530766,0.043218621275853804,0.025252525252525252
2020-04-28,0.1986134795552234,0.1523933795755786,0.044176957299072804,0.06399278954484001
2020-04-29,0.1961880568986274,0.15561541649399088,0.04398768741932281,0.03994673768308921
2020-04-30,0.19608918467244976,0.19416666666666665,0.0445028156770853,0.05462348809988295
2020-05-01,0.196899763952116,0.21165913231225963,0.04383195076264383,0.03251514185527574
2020-05-02,0.19508429588924162,0.16109942135718044,0.04373985129476113,0.04163265306122449
2020-05-03,0.19259785852752628,0.15419477777205542,0.042569797882892405,0.0197060788243153
2020-05-04,0.19162711955983394,0.16922076044527976,0.04169799498746867,0.018795386586928663
2020-05-05,0.19048416626718956,0.16150391962858665,0.04302477183833116,0.08294062205466542
2020-05-06,0.188872280352101,0.1515960999065046,0.0435865869386798,0.05991189427312775
2020-05-07,0.18697878604802093,0.14851262441657764,0.043895418565603264,0.05187429004165089
2020-05-08,0.1845319403373412,0.13966426394465675,0.043939804772234275,0.045029442327675785
2020-05-09,0.18275122438636565,0.13991695251850514,0.04401656042583952,0.04645161290322581
2020-05-10,0.1807997506883977,0.12129202373104812,0.04381214545735198,0.034420289855072464
2020-05-11,0.1785771599706165,0.10176030865686038,0.04378093080359968,0.04186413902053712
2020-05-12,0.17600717418818676,0.1371557438666029,0.0433745678804158,0.03537618335824614
2020-05-13,0.17307947743885368,0.0949173647271904,0.044770832841389406,0.1138938580799046
2020-05-14,0.1717395422596414,0.14282564600052916,0.04466834210855499,0.041988267983945664
2020-05-15,0.16778437510443706,0.09154903067946546,0.04490477929378437,0.05345394736842105
2020-05-16,0.16461704730178456,0.09059747472556082,0.04465859805098586,0.034003831417624523
2020-05-17,0.16185577993758848,0.08543976348854397,0.044346062787315135,0.02768166089965398
2020-05-18,0.1599443671766342,0.10771470160116449,0.04388246877753019,0.024847428073234524
2020-05-19,0.15768461147463986,0.08377162066908854,0.04466999897990411,0.09385113268608414
2020-05-20,0.15624081043949634,0.11355746825811974,0.04506164233503954,0.06113902847571189
2020-05-21,0.15280199994047797,0.07738765482649196,0.04486492803303274,0.036155202821869487
2020-05-22,0.15125377797350004,0.1098235973400231,0.04471567846439816,0.03915881073241479
2020-05-23,0.14925087954674784,0.09365294258182687,0.0444357861145126,0.03188775510204082
2020-05-24,0.14748081682423678,0.09768637532133675,0.044023788801856686,0.02631578947368421
2020-05-25,0.1455590438222162,0.07914799242249226,0.043600524920324596,0.01634559252772913
2020-05-26,0.14386866193692377,0.06836912362159026,0.04349132028799858,0.03310696095076401
2020-05-27,0.1421764163721916,0.06467198323534548,0.04446835686665617,0.14401440144014402
2020-05-28,0.13956354838631943,0.05874658561920517,0.04477135186000535,0.06745252128356254
2020-05-29,0.1378965016049084,0.07441732427968435,0.044868247413903196,0.051787916152897656
2020-05-30,0.13557897857155074,0.05768851359349722,0.044821177796278075,0.04103967168262654
2020-05-31,0.133881207981217,0.06348681100501087,0.044819557625145515,0.044676098287416234
2020-06-01,0.13202391881281492,0.04866593384630759,0.04464094230991306,0.022587268993839837
2020-06-02,0.13142984303052088,0.09822895745846266,0.044974277155509244,0.07001239157372986
2020-06-03,0.1291005291005291,0.04012913244248294,0.04539287733182589,0.09775967413441955
2020-06-04,0.12704375488790406,0.04067247493542314,0.04597664296764161,0.12378902045209902
2020-06-05,0.12579939036025892,0.06115431413003227,0.04602311082873367,0.05103806228373702
2020-06-06,0.12414952342002634,0.04608839517844481,0.046213255575695486,0.07076923076923076
2020-06-07,0.12251648008101468,0.04188405797101449,0.04621273198337469,0.0461361014994233
2020-06-08,0.1218755809991912,0.08214943826903644,0.04725141127002687,0.14327062228654125
2020-06-09,0.12032158354523449,0.039243685065734404,0.047685014160817635,0.11794228356336262
2020-06-10,0.11861353324987327,0.030019212295869357,0.0480465069967295,0.1232
2020-06-11,0.11693769917839884,0.034311310190369544,0.04845157507595544,0.1174934725848564
2020-06-12,0.11503777999620196,0.029384609208783267,0.04877365420001666,0.10655737704918032
2020-06-13,0.11346496769549823,0.030809375572239516,0.048744839224904316,0.04309063893016345
2020-06-14,0.1119305682109937,0.030490018148820328,0.04864171988845912,0.028273809523809524
2020-06-15,0.11059891463915346,0.02539324636280668,0.048604315901909965,0.03805496828752643
2020-06-16,0.1094205834354321,0.033263922259597414,0.04891449814126394,0.11556982343499198
2020-06-17,0.10724839559430713,0.018207890085703806,0.04936095848821883,0.15934065934065933
2020-06-18,0.10558086640154496,0.023251254705144293,0.04952852793075738,0.08768971332209106
2020-06-19,0.1040165304500066,0.030428414500183083,0.049226936323001395,0.0
2020-06-20,0.10247180799540796,0.024417485076063932,0.049808904189520366,0.1750788643533123
2020-06-21,0.10116288633145933,0.02762848505206584,0.04973069496668167,0.03343465045592705
2020-06-22,0.10016210109688167,0.0253581425983863,0.049738106262298874,0.05194805194805195
2020-06-23,0.09912460460832126,0.029307065879943434,0.04978209976589231,0.059900166389351084
2020-06-24,0.0975912706377842,0.024376939074699122,0.04997850078830443,0.08811188811188811
2020-06-25,0.09608717457836906,0.028214353342170043,0.049945169973083445,0.0447427293064877
2020-06-26,0.09473426697631711,0.029857602204869087,0.04986416119538148,0.03736263736263736
2020-06-27,0.09336885987904683,0.025994642325627544,0.04977133610075283,0.03307888040712468
2020-06-28,0.09235002402927238,0.027155407961662954,0.04965120188266935,0.02321981424148607
2020-06-29,0.09123881321009136,0.027416598558585335,0.04949342921248101,0.018970189701897018
2020-06-30,0.08992293103942724,0.023302970806913643,0.04939059055172701,0.029005524861878452
2020-07-01,0.08861113622314472,0.02502266545784225,0.04930169715853473,0.033816425120772944
2020-07-02,0.08752406484463557,0.028715881303284646,0.049254805221502725,0.04142692750287687
2020-07-03,0.08630609423084494,0.02724866955535522,0.04912440764747535,0.0288153681963714
2020-07-04,0.08512018658752368,0.025475824565551485,0.048898696305522085,0.010440835266821345
2020-07-05,0.08416759888088912,0.023462456398017258,0.048728542254992485,0.009389671361502348
2020-07-06,0.08351467127663033,0.029052711270937826,0.04856799586541108,0.009771986970684038
2020-07-07,0.08259394485564531,0.021745573090316366,0.048624760987872225,0.06303236797274275
2020-07-08,0.08165870983208746,0.029930975505466983,0.0485473650650265,0.036734693877551024
2020-07-09,0.08062863653917968,0.028137092316196793,0.04835325785765181,0.019646365422396856
2020-07-10,0.07993151669607267,0.04021577719186593,0.04803824747055246,0.012057272042200452
2020-07-11,0.0792167466918909,0.036945432060596695,0.047821459628538426,0.0200836820083682
2020-07-12,0.07814470337893892,0.024528204864503522,0.04764976007429957,0.019916142557651992
2020-07-13,0.07741869177995815,0.029421564707450353,0.04741840942468143,0.006795016987542469
2020-07-14,0.07668664801044957,0.024854109540884482,0.04736398575058415,0.03536067892503536
2020-07-15,0.07585067377698147,0.031105054898980633,0.04705845081577697,0.006739679865206402
2020-07-16,0.07490656808581468,0.029228479747012044,0.04684376610804491,0.01988862370723946
2020-07-17,0.07405348345585691,0.032628329713044475,0.04650829548498838,0.009110021023125438
2020-07-18,0.07308771836302666,0.027679559209527322,0.04625274283771672,0.014106583072100314
2020-07-19,0.07247228686468188,0.03005013545915984,0.04600921658986175,0.0051813471502590676
2020-07-20,0.0718870982737238,0.033903693855136134,0.04571658644607529,0.005115089514066497
2020-07-21,0.07137486152771243,0.03210623634224239,0.04559128567789517,0.024083769633507852
2020-07-22,0.07085104155406181,0.040319935407362555,0.04529181383502727,0.014392991239048811
2020-07-23,0.07035333192710373,0.04090061955371984,0.04497323022010708,0.012315270935960592
2020-07-24,0.0697269456993588,0.03601594702344753,0.044649644370326286,0.010631644777986242
2020-07-25,0.06922630377048218,0.037329842931937175,0.044347699050401757,0.008415147265077139
2020-07-26,0.06871433523200529,0.037728919792380765,0.04395769867837328,0.0006489292667099286
2020-07-27,0.06837250960927523,0.040272188961952435,0.04375003594081554,0.01462225832656377
2020-07-28,0.06803768858583034,0.037979598319861634,0.043652449235024836,0.027881040892193308
2020-07-29,0.06757592453946405,0.03647838269568178,0.04339838744429198,0.01148600143575018
2020-07-30,0.0671958198857198,0.043078718335197164,0.043056506753191344,0.009029345372460496
2020-07-31,0.06668940025895562,0.03974227735292347,0.042705337612009904,0.011111111111111112
2020-08-01,0.06631874535239347,0.04117159436308372,0.04236425557199998,0.004881025015253203
2020-08-02,0.06591732704274675,0.03766850686866093,0.04210147142295769,0.00954328561690525
2020-08-03,0.06571113765358369,0.045583845478489905,0.04185408785944224,0.006933744221879815
2020-08-04,0.06524522604462941,0.034532137659045024,0.04162522245460851,0.01291638341264446
2020-08-05,0.06480141812639438,0.03769178023485043,0.04138437939409434,0.015918135304150087
2020-08-06,0.06454680625920797,0.046850261478673896,0.04106902822803827,0.010752688172043012
2020-08-07,0.06423753097037493,0.04485156116703634,0.040780363697030364,0.014740846409890632
2020-08-08,0.06394272255098496,0.04560979673442186,0.040412787760698565,0.00821917808219178
2020-08-09,0.06353226104351853,0.03341877448372588,0.040152523287951686,0.00361794500723589
2020-08-10,0.06329527767203483,0.040769016783605845,0.039888357337861405,0.000758150113722517
2020-08-11,0.06295579902591392,0.03744983318021372,0.03967757556192244,0.012911555842479019
2020-08-12,0.06264076254559163,0.039075490522115064,0.039426092959733455,0.00911854103343465
2020-08-13,0.06231706273533745,0.03986436551754119,0.03918662350602547,0.013086150490730643
2020-08-14,0.06207571166039894,0.04631553466604805,0.038877969640677766,0.011759581881533102
2020-08-15,0.061796815100384435,0.04115819336245328,0.038557014539642755,0.002735229759299781
2020-08-16,0.06158008635516538,0.042114912777373344,0.0383534301128666,0.011523687580025609
2020-08-17,0.061409176589325654,0.04635778904983528,0.03808572275391279,0.00676818950930626
2020-08-18,0.0613049336686233,0.05091441111923921,0.03789480670946209,0.014942528735632184
2020-08-19,0.06107903886186468,0.04562714964512217,0.037599485979335996,0.01045751633986928
2020-08-20,0.060706306113029865,0.03549562117337053,0.03740473278680139,0.014737991266375546
2020-08-21,0.06046902682442599,0.04424847069720769,0.037111334002006016,0.009594417793283908
2020-08-22,0.06017416111628763,0.041503717013705387,0.03679074382572758,0.007215619694397283
2020-08-23,0.05980240472622376,0.03482916597670696,0.036503531216859585,0.003169572107765452
2020-08-24,0.05965536742491464,0.04458581109113539,0.036275744040285475,0.004962779156327543
2020-08-25,0.05945511223230764,0.041117012163782767,0.03613370270402469,0.017261904761904763
2020-08-26,0.059236663049669055,0.042829911441165956,0.03595338348513944,0.017153453871117292
2020-08-27,0.05899690483602285,0.038350932374747244,0.03578563590978837,0.013473930872876391
2020-08-28,0.05888552924128765,0.0500123284293581,0.035495382485887926,0.008216926869350863
2020-08-29,0.05863578739108547,0.03853722531977698,0.03525625898354536,0.005851063829787234
2020-08-30,0.05849394945954743,0.0455908269059117,0.03500427555869427,0.005522088353413655
2020-08-31,0.05822257169019222,0.03520547077819287,0.03478720033794487,0.004196642685851319
2020-09-01,0.05826051696037785,0.06497974826880362,0.03472883967139205,0.02546916890080429
2020-09-02,0.058313872730691545,0.06497511526365607,0.0345336911523019,0.01268796992481203
2020-09-03,0.05806908083615825,0.03333741880132369,0.03443867524461637,0.01764705882352941
2020-09-04,0.057353087489439035,0.03741831049037117,0.033813319099551556,0.006792992491955667
2020-09-05,0.05718248920161946,0.04530556228303867,0.03352591911397213,0.00819672131147541
2020-09-06,0.05689840056104789,0.03017463867859601,0.03335877984000509,0.003563791874554526
2020-09-07,0.05683824892819617,0.04766177739430544,0.03320824551483062,0.005792903692976104
2020-09-08,0.056751069825323984,0.04438350923062207,0.03305398358508894,0.005028735632183908
2020-09-09,0.05644442393313529,0.027837348268754294,0.032990634462361806,0.020942408376963352
2020-09-10,0.056267092562142705,0.03987178963700951,0.03284919497924844,0.014336917562724014
2020-09-11,0.05607601461826221,0.0406841697754628,0.03272626528091487,0.01903114186851211
2020-09-12,0.055851638144040025,0.037477471110011665,0.03254530465183738,0.010372465818010372
2020-09-13,0.055607464898930155,0.031179355939432715,0.03241784518685523,0.009575923392612859
2020-09-14,0.055476549422682674,0.038213192318396885,0.03226866133764287,0.003641660597232338
2020-09-15,0.05533125199203311,0.037559888293920214,0.03215861512175888,0.01227830832196453
2020-09-16,0.0551352833461419,0.037105006595171186,0.032056395994721265,0.018031942297784646
2020-09-17,0.054905583610753775,0.03557093425605536,0.03190505434661971,0.012159533073929961
2020-09-18,0.05466841482559667,0.03584269844085068,0.03172919915604073,0.0103463787674314
2020-09-19,0.05436558918752248,0.03404409983038527,0.03152835443222058,0.009885330170027679
2020-09-20,0.05412903871302364,0.029201641290537584,0.03141910466765055,0.009985734664764621
2020-09-21,0.05401387791669946,0.03863053826437202,0.03127732223233657,0.004739336492890996
2020-09-22,0.05387347144453865,0.03660140094193024,0.03120974436778977,0.018941868060091443
2020-09-23,0.053749041089608804,0.03983531288396456,0.031082925719485836,0.011904761904761904
2020-09-24,0.053545249171241927,0.03636158592579465,0.03094132292316861,0.01329198050509526
